rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,bin_conf
[0.59 0.59 0.59],2122,692,726,704,3,1,1,1,8,6,6,0
[0.59 0.59 2.24],4039,662,720,2657,3,1,1,1,8,7,7,2
[0.59 0.59 4.  ],6180,682,686,4812,5,1,1,3,12,11,13,2
[0.59 2.24 0.59],4120,772,2611,737,3,1,1,1,8,6,6,0
[0.59 2.24 2.24],6138,752,2734,2652,3,1,1,1,8,7,9,2
[0.59 2.24 4.  ],8118,700,2665,4753,4,1,1,2,10,9,10,2
[0.59 4.   0.59],6083,679,4692,712,4,1,2,1,11,10,12,1
[0.59 4.   2.24],8310,735,4833,2742,3,1,1,1,8,7,7,2
[0.59 4.   4.  ],10433,719,4873,4841,5,1,1,3,12,11,16,2
[2.24 0.59 0.59],4020,2620,683,717,4,2,1,1,11,9,10,0
[2.24 0.59 2.24],6179,2727,705,2747,3,1,1,1,8,8,8,3
[2.24 0.59 4.  ],8195,2681,667,4847,4,1,1,2,10,9,10,2
[2.24 2.24 0.59],6227,2779,2728,720,3,1,1,1,8,7,8,0
[2.24 2.24 2.24],8172,2658,2768,2746,3,1,1,1,8,7,7,2
[2.24 2.24 4.  ],10170,2618,2784,4768,4,1,1,2,10,10,12,2
[2.24 4.   0.59],8185,2675,4807,703,6,2,2,2,16,14,17,1
[2.24 4.   2.24],10156,2712,4749,2695,3,1,1,1,8,7,10,2
[2.24 4.   4.  ],12039,2702,4687,4650,4,1,1,2,10,10,16,3
[4.   0.59 0.59],6226,4822,719,685,4,2,1,1,11,8,13,0
[4.   0.59 2.24],8315,4881,734,2700,4,2,1,1,11,9,13,2
[4.   0.59 4.  ],10212,4713,715,4784,5,2,1,2,13,13,16,3
[4.   2.24 0.59],8214,4743,2735,736,4,2,1,1,11,9,10,2
[4.   2.24 2.24],10348,5000,2729,2619,5,2,1,2,13,13,18,3
[4.   2.24 4.  ],12276,4817,2663,4796,6,3,1,2,16,16,22,3
[4.   4.   0.59],10459,4886,4863,710,5,3,1,1,14,13,17,1
[4.   4.   2.24],12263,4805,4763,2695,5,3,1,1,14,12,18,2
[4 4 4],14314,4838,4788,4688,6,3,1,2,16,14,20,2
[0.59 0.59 0.59],2149,726,712,711,4,1,2,1,11,7,7,0
[0.59 0.59 2.24],4152,715,713,2724,3,1,1,1,8,7,7,2
[0.59 0.59 4.  ],6179,690,692,4797,4,1,1,2,10,9,11,2
[0.59 2.24 0.59],4037,727,2619,691,3,1,1,1,8,6,6,0
[0.59 2.24 2.24],6060,752,2676,2632,3,1,1,1,8,7,7,2
[0.59 2.24 4.  ],8228,753,2715,4760,4,1,1,2,10,9,10,2
[0.59 4.   0.59],6166,699,4751,716,3,1,1,1,8,7,8,2
[0.59 4.   2.24],8366,767,4894,2705,5,1,3,1,14,12,15,1
[0.59 4.   4.  ],10203,685,4833,4685,4,1,1,2,10,9,10,2
[2.24 0.59 0.59],4105,2691,719,695,3,1,1,1,8,7,7,1
[2.24 0.59 2.24],6034,2672,720,2642,4,1,1,2,10,10,11,3
[2.24 0.59 4.  ],8226,2694,719,4813,5,1,1,3,12,11,13,2
[2.24 2.24 0.59],6170,2710,2736,724,3,1,1,1,8,8,8,3
[2.24 2.24 2.24],8098,2698,2664,2736,3,1,1,1,8,8,8,3
[2.24 2.24 4.  ],10156,2660,2752,4744,6,3,1,2,16,13,14,2
[2.24 4.   0.59],8229,2689,4825,715,4,2,1,1,11,9,10,2
[2.24 4.   2.24],10082,2691,4741,2650,3,1,1,1,8,8,9,3
[2.24 4.   4.  ],12460,2731,4899,4830,5,1,2,2,13,11,17,1
[4.   0.59 0.59],6189,4824,693,672,5,4,0,1,14,11,15,2
[4.   0.59 2.24],8152,4753,712,2687,4,2,1,1,11,11,15,3
[4.   0.59 4.  ],10348,4864,699,4785,6,3,1,2,16,13,20,2
[4.   2.24 0.59],8182,4782,2680,720,4,2,1,1,11,9,12,0
[4.   2.24 2.24],10167,4838,2665,2664,5,3,1,1,14,12,16,2
[4.   2.24 4.  ],12422,4882,2736,4804,7,3,1,3,18,16,22,2
[4.   4.   0.59],10169,4714,4663,792,4,2,1,1,11,11,16,1
[4.   4.   2.24],12210,4789,4763,2658,4,2,1,1,11,11,16,3
[4 4 4],14397,4757,4842,4798,5,2,1,2,13,13,20,3
[0.59 0.59 0.59],2135,698,721,716,2,1,0,1,5,5,5,2
[0.59 0.59 2.24],4135,704,725,2706,4,1,2,1,11,7,9,0
[0.59 0.59 4.  ],6248,722,737,4789,4,1,1,2,10,9,11,2
[0.59 2.24 0.59],4088,726,2653,709,3,1,1,1,8,7,8,2
[0.59 2.24 2.24],6131,716,2695,2720,4,1,1,2,10,9,10,2
[0.59 2.24 4.  ],8146,697,2696,4753,4,1,1,2,10,9,10,2
[0.59 4.   0.59],6316,665,4978,673,3,1,1,1,8,7,11,2
[0.59 4.   2.24],8121,724,4754,2643,3,1,1,1,8,7,9,2
[0.59 4.   4.  ],10223,723,4720,4780,5,1,2,2,13,11,19,2
[2.24 0.59 0.59],4118,2675,688,755,3,1,1,1,8,6,7,0
[2.24 0.59 2.24],6115,2760,728,2627,3,1,1,1,8,7,7,2
[2.24 0.59 4.  ],8135,2632,736,4767,4,1,1,2,10,9,10,2
[2.24 2.24 0.59],5992,2596,2665,731,3,1,1,1,8,8,9,3
[2.24 2.24 2.24],7924,2587,2633,2704,4,1,1,2,10,10,12,3
[2.24 2.24 4.  ],10197,2698,2639,4860,4,1,1,2,10,10,11,3
[2.24 4.   0.59],8231,2719,4793,719,3,1,1,1,8,7,7,1
[2.24 4.   2.24],10087,2707,4749,2631,4,1,2,1,11,10,12,1
[2.24 4.   4.  ],12265,2632,4796,4837,7,2,2,3,18,15,29,2
[4.   0.59 0.59],6188,4785,694,709,4,2,1,1,11,8,10,0
[4.   0.59 2.24],8178,4745,748,2685,4,2,1,1,11,11,13,3
[4.   0.59 4.  ],10425,4895,714,4816,6,2,1,3,15,15,19,3
[4.   2.24 0.59],8259,4809,2742,708,5,3,1,1,14,13,18,1
[4.   2.24 2.24],10097,4800,2651,2646,4,2,1,1,11,11,15,3
[4.   2.24 4.  ],12328,4907,2636,4785,5,2,1,2,13,13,16,3
[4.   4.   0.59],10155,4830,4608,717,5,3,1,1,14,11,18,0
[4.   4.   2.24],12401,4825,4915,2661,5,3,1,1,14,12,18,2
[4 4 4],14335,4651,4782,4902,7,3,1,3,18,16,21,2
[0.59 0.59 0.59],2176,723,729,724,2,1,0,1,5,5,5,0
[0.59 0.59 2.24],4211,758,710,2743,3,1,1,1,8,7,7,2
[0.59 0.59 4.  ],6350,742,722,4886,4,1,1,2,10,9,10,2
[0.59 2.24 0.59],3988,687,2611,690,3,1,1,1,8,7,10,2
[0.59 2.24 2.24],6214,748,2738,2728,3,1,1,1,8,7,7,2
[0.59 2.24 4.  ],8105,709,2657,4739,5,1,1,3,12,11,13,2
[0.59 4.   0.59],6224,755,4706,763,5,1,2,2,13,9,9,0
[0.59 4.   2.24],7967,743,4628,2596,3,1,1,1,8,7,8,2
[0.59 4.   4.  ],10322,708,4732,4882,4,1,1,2,10,9,10,2
[2.24 0.59 0.59],4170,2749,750,671,3,1,1,1,8,6,6,0
[2.24 0.59 2.24],6145,2717,740,2688,3,1,1,1,8,7,9,2
[2.24 0.59 4.  ],7942,2525,703,4714,4,1,1,2,10,10,11,3
[2.24 2.24 0.59],6033,2693,2636,704,3,1,1,1,8,7,7,1
[2.24 2.24 2.24],8001,2679,2685,2637,3,1,1,1,8,7,8,2
[2.24 2.24 4.  ],10255,2643,2768,4844,6,2,1,3,15,15,19,3
[2.24 4.   0.59],8170,2640,4799,731,2,1,0,1,5,5,5,3
[2.24 4.   2.24],10153,2699,4784,2670,4,1,2,1,11,10,10,1
[2.24 4.   4.  ],12303,2743,4784,4776,4,1,1,2,10,10,15,3
[4.   0.59 0.59],6186,4780,715,691,4,2,1,1,11,10,13,1
[4.   0.59 2.24],8182,4804,685,2693,5,3,1,1,14,12,16,2
[4.   0.59 4.  ],10310,4899,701,4710,6,2,1,3,15,13,19,2
[4.   2.24 0.59],8212,4849,2662,701,5,3,1,1,14,12,16,2
[4.   2.24 2.24],10121,4812,2672,2637,5,3,1,1,14,14,18,3
[4.   2.24 4.  ],12261,4901,2684,4676,6,3,1,2,16,14,19,2
[4.   4.   0.59],10492,4873,4894,725,4,2,1,1,11,11,17,1
[4.   4.   2.24],12221,4795,4791,2635,4,2,1,1,11,11,19,3
[4 4 4],14425,4879,4805,4741,6,3,1,2,16,14,24,2
[0.59 0.59 0.59],2011,701,692,618,3,1,1,1,8,6,6,0
[0.59 0.59 2.24],4078,720,676,2682,3,1,1,1,8,7,7,2
[0.59 0.59 4.  ],6270,704,694,4872,4,1,1,2,10,9,10,2
[0.59 2.24 0.59],4158,704,2744,710,3,1,1,1,8,6,6,0
[0.59 2.24 2.24],6009,650,2657,2702,4,1,1,2,10,9,10,2
[0.59 2.24 4.  ],8281,645,2698,4938,5,1,1,3,12,11,13,2
[0.59 4.   0.59],6222,696,4798,728,3,1,1,1,8,8,12,1
[0.59 4.   2.24],8117,714,4786,2617,4,1,1,2,10,10,16,3
[0.59 4.   4.  ],10298,721,4835,4742,4,1,1,2,10,9,10,2
[2.24 0.59 0.59],4128,2745,693,690,3,1,1,1,8,6,6,0
[2.24 0.59 2.24],6095,2709,667,2719,4,1,1,2,10,10,11,3
[2.24 0.59 4.  ],8241,2683,699,4859,4,1,1,2,10,9,11,2
[2.24 2.24 0.59],6103,2660,2772,671,3,1,1,1,8,7,7,2
[2.24 2.24 2.24],8086,2755,2672,2659,3,1,1,1,8,7,8,2
[2.24 2.24 4.  ],10080,2676,2696,4708,7,3,1,3,18,15,19,2
[2.24 4.   0.59],8048,2620,4726,702,4,2,1,1,11,9,12,2
[2.24 4.   2.24],10120,2692,4764,2664,3,1,1,1,8,8,12,3
[2.24 4.   4.  ],12253,2660,4706,4887,6,2,2,2,16,16,27,3
[4.   0.59 0.59],6245,4803,706,736,3,1,1,1,8,6,7,0
[4.   0.59 2.24],8185,4725,717,2743,4,2,1,1,11,11,13,3
[4.   0.59 4.  ],10369,4794,684,4891,5,2,1,2,13,13,18,3
[4.   2.24 0.59],8340,4825,2770,745,5,3,1,1,14,11,15,0
[4.   2.24 2.24],10231,4801,2740,2690,5,3,1,1,14,12,17,2
[4.   2.24 4.  ],12257,4711,2746,4800,5,2,1,2,13,13,17,3
[4.   4.   0.59],10302,4792,4812,698,4,2,1,1,11,11,14,3
[4.   4.   2.24],12504,4775,4911,2818,6,2,2,2,16,14,24,1
[4 4 4],14526,4747,4860,4919,7,3,1,3,18,16,22,2
[0.59 0.59 0.59],2075,721,700,654,3,1,1,1,8,6,6,0
[0.59 0.59 2.24],4292,744,787,2761,3,1,1,1,8,7,7,2
[0.59 0.59 4.  ],6129,684,695,4750,4,1,1,2,10,9,10,2
[0.59 2.24 0.59],4076,696,2700,680,3,1,1,1,8,6,6,0
[0.59 2.24 2.24],5973,728,2590,2655,3,1,1,1,8,7,7,2
[0.59 2.24 4.  ],8107,710,2604,4793,4,1,1,2,10,9,11,2
[0.59 4.   0.59],6183,726,4761,696,3,1,0,2,7,7,7,1
[0.59 4.   2.24],8128,720,4779,2629,4,2,1,1,11,8,12,0
[0.59 4.   4.  ],10292,719,4811,4762,6,1,2,3,15,13,22,2
[2.24 0.59 0.59],4116,2678,692,746,3,1,1,1,8,7,7,1
[2.24 0.59 2.24],6176,2731,694,2751,3,1,1,1,8,8,8,3
[2.24 0.59 4.  ],8168,2649,692,4827,6,2,1,3,15,15,19,3
[2.24 2.24 0.59],6109,2736,2665,708,3,1,1,1,8,7,7,2
[2.24 2.24 2.24],8153,2710,2799,2644,3,1,1,1,8,8,8,3
[2.24 2.24 4.  ],10143,2674,2739,4730,4,1,1,2,10,9,11,2
[2.24 4.   0.59],8211,2755,4792,664,4,1,1,2,10,9,10,1
[2.24 4.   2.24],10197,2701,4777,2719,4,1,1,2,10,9,15,1
[2.24 4.   4.  ],12271,2663,4852,4756,4,1,1,2,10,10,13,3
[4.   0.59 0.59],6203,4819,708,676,4,2,1,1,11,10,12,2
[4.   0.59 2.24],8178,4795,710,2673,3,2,0,1,8,8,10,2
[4.   0.59 4.  ],10332,4749,747,4836,6,2,1,3,15,13,20,2
[4.   2.24 0.59],8140,4799,2641,700,4,2,1,1,11,11,15,3
[4.   2.24 2.24],10259,4914,2661,2684,4,2,1,1,11,11,13,3
[4.   2.24 4.  ],12252,4853,2649,4750,5,2,1,2,13,11,14,2
[4.   4.   0.59],10393,4874,4826,693,4,2,1,1,11,11,13,3
[4.   4.   2.24],12379,4796,4860,2723,6,3,2,1,17,12,17,0
[4 4 4],14604,4822,4929,4853,6,3,1,2,16,14,22,0
[0.59 0.59 0.59],2100,723,668,709,3,1,1,1,8,6,6,0
[0.59 0.59 2.24],4098,690,733,2675,3,1,1,1,8,7,7,2
[0.59 0.59 4.  ],6238,718,780,4740,3,1,0,2,7,7,8,2
[0.59 2.24 0.59],3995,690,2635,670,3,1,1,1,8,7,7,2
[0.59 2.24 2.24],5988,740,2579,2669,3,1,1,1,8,7,7,2
[0.59 2.24 4.  ],8071,673,2727,4671,4,1,1,2,10,9,10,2
[0.59 4.   0.59],6279,713,4853,713,3,1,1,1,8,7,8,2
[0.59 4.   2.24],8263,695,4810,2758,3,1,1,1,8,7,7,2
[0.59 4.   4.  ],10489,736,4961,4792,4,1,1,2,10,9,13,2
[2.24 0.59 0.59],4160,2734,696,730,3,1,1,1,8,7,7,1
[2.24 0.59 2.24],5861,2629,663,2569,4,2,1,1,11,9,11,2
[2.24 0.59 4.  ],8023,2640,712,4671,5,2,1,2,13,11,14,2
[2.24 2.24 0.59],6030,2651,2653,726,4,2,1,1,11,9,12,2
[2.24 2.24 2.24],7836,2616,2618,2602,5,2,1,2,13,10,15,0
[2.24 2.24 4.  ],10127,2696,2624,4807,5,1,1,3,12,12,14,3
[2.24 4.   0.59],8298,2726,4828,744,3,1,1,1,8,8,8,3
[2.24 4.   2.24],10091,2661,4727,2703,5,2,1,2,13,11,14,2
[2.24 4.   4.  ],12183,2707,4702,4774,5,1,2,2,13,13,21,3
[4.   0.59 0.59],6245,4818,697,730,5,3,1,1,14,10,12,0
[4.   0.59 2.24],8262,4860,706,2696,5,3,1,1,14,11,18,2
[4.   0.59 4.  ],10370,4885,709,4776,5,2,1,2,13,13,16,3
[4.   2.24 0.59],8351,4874,2722,755,4,2,1,1,11,10,12,1
[4.   2.24 2.24],10212,4803,2673,2736,6,3,1,2,16,12,18,0
[4.   2.24 4.  ],12407,4860,2685,4862,6,3,1,2,16,16,21,3
[4.   4.   0.59],10493,4888,4895,710,4,2,1,1,11,10,13,1
[4.   4.   2.24],12360,4902,4793,2665,4,2,1,1,11,11,19,3
[4 4 4],14525,4852,4795,4878,6,3,1,2,16,16,27,3
[0.59 0.59 0.59],2133,720,679,734,3,1,1,1,8,6,6,0
[0.59 0.59 2.24],4136,735,730,2671,3,1,1,1,8,7,7,2
[0.59 0.59 4.  ],6378,716,717,4945,5,1,1,3,12,11,13,2
[0.59 2.24 0.59],4076,724,2630,722,2,1,0,1,5,5,5,2
[0.59 2.24 2.24],6143,666,2666,2811,4,1,1,2,10,9,10,2
[0.59 2.24 4.  ],8111,700,2631,4780,4,1,1,2,10,9,10,2
[0.59 4.   0.59],6380,754,4899,727,3,1,1,1,8,8,9,1
[0.59 4.   2.24],8313,733,4873,2707,5,1,2,2,13,11,12,1
[0.59 4.   4.  ],10221,724,4756,4741,4,1,1,2,10,9,12,2
[2.24 0.59 0.59],4131,2729,695,707,3,1,1,1,8,7,7,1
[2.24 0.59 2.24],6014,2607,675,2732,4,2,1,1,11,10,11,2
[2.24 0.59 4.  ],8281,2703,748,4830,5,1,1,3,12,12,14,3
[2.24 2.24 0.59],6135,2644,2732,759,3,1,1,1,8,8,8,3
[2.24 2.24 2.24],8176,2738,2747,2691,3,1,1,1,8,8,9,3
[2.24 2.24 4.  ],10087,2709,2712,4666,4,1,1,2,10,10,11,1
[2.24 4.   0.59],8123,2643,4801,679,5,2,1,2,13,10,16,0
[2.24 4.   2.24],10209,2741,4680,2788,3,1,1,1,8,8,10,1
[2.24 4.   4.  ],12362,2744,4800,4818,5,1,2,2,13,13,21,3
[4.   0.59 0.59],6116,4704,727,685,3,2,0,1,8,8,10,3
[4.   0.59 2.24],8249,4877,709,2663,5,3,1,1,14,12,16,2
[4.   0.59 4.  ],10341,4846,708,4787,6,3,1,2,16,14,20,2
[4.   2.24 0.59],8231,4922,2627,682,4,2,1,1,11,11,13,3
[4.   2.24 2.24],10114,4661,2772,2681,4,2,1,1,11,11,13,3
[4.   2.24 4.  ],12448,4790,2708,4950,5,2,1,2,13,11,17,2
[4.   4.   0.59],10201,4668,4851,682,4,2,1,1,11,11,14,3
[4.   4.   2.24],12344,4790,4839,2715,5,2,1,2,13,13,18,3
[4 4 4],14438,4961,4703,4774,7,4,1,2,19,16,24,2
[0.59 0.59 0.59],2100,678,713,709,3,1,1,1,8,6,6,0
[0.59 0.59 2.24],4181,720,726,2735,4,1,1,2,10,9,10,2
[0.59 0.59 4.  ],6122,679,691,4752,4,1,1,2,10,9,10,2
[0.59 2.24 0.59],4124,735,2685,704,3,1,1,1,8,6,7,0
[0.59 2.24 2.24],5868,725,2554,2589,3,1,1,1,8,7,8,2
[0.59 2.24 4.  ],8402,711,2728,4963,4,1,1,2,10,9,10,2
[0.59 4.   0.59],6441,718,5009,714,3,1,1,1,8,8,9,1
[0.59 4.   2.24],8312,692,4851,2769,3,1,1,1,8,7,8,2
[0.59 4.   4.  ],10110,748,4626,4736,5,1,1,3,12,12,14,3
[2.24 0.59 0.59],4053,2660,678,715,3,1,1,1,8,6,7,0
[2.24 0.59 2.24],6082,2675,727,2680,5,3,1,1,14,11,12,2
[2.24 0.59 4.  ],8136,2698,703,4735,4,1,1,2,10,9,11,2
[2.24 2.24 0.59],6019,2647,2662,710,4,2,1,1,11,8,9,0
[2.24 2.24 2.24],8063,2631,2729,2703,5,2,1,2,13,10,12,0
[2.24 2.24 4.  ],10222,2618,2674,4930,6,2,1,3,15,13,17,2
[2.24 4.   0.59],8167,2647,4773,747,4,2,1,1,11,9,16,2
[2.24 4.   2.24],10144,2727,4744,2673,3,1,1,1,8,8,9,3
[2.24 4.   4.  ],12143,2602,4740,4801,6,2,1,3,15,13,17,2
[4.   0.59 0.59],6196,4780,726,690,4,2,1,1,11,8,12,0
[4.   0.59 2.24],8122,4741,703,2678,4,2,1,1,11,9,11,2
[4.   0.59 4.  ],10320,4805,730,4785,6,3,1,2,16,13,19,2
[4.   2.24 0.59],8187,4745,2712,730,4,2,1,1,11,10,12,1
[4.   2.24 2.24],10171,4819,2662,2690,5,3,1,1,14,12,16,2
[4.   2.24 4.  ],12233,4734,2670,4829,6,2,1,3,15,15,19,3
[4.   4.   0.59],10308,4843,4774,691,4,2,1,1,11,11,17,3
[4.   4.   2.24],12600,4897,4906,2797,5,2,2,1,14,13,17,1
[4 4 4],14362,4793,4771,4798,5,2,1,2,13,13,21,3
[0.59 0.59 0.59],2115,683,729,703,3,1,1,1,8,6,6,0
[0.59 0.59 2.24],3993,691,692,2610,4,1,2,1,11,7,10,0
[0.59 0.59 4.  ],6197,685,777,4735,5,1,1,3,12,11,13,2
[0.59 2.24 0.59],4048,695,2643,710,3,1,1,1,8,7,7,2
[0.59 2.24 2.24],6118,716,2693,2709,3,1,1,1,8,8,8,1
[0.59 2.24 4.  ],8297,694,2660,4943,5,1,1,3,12,11,13,2
[0.59 4.   0.59],6222,705,4827,690,3,1,1,1,8,7,7,2
[0.59 4.   2.24],8254,710,4852,2692,3,1,1,1,8,7,10,2
[0.59 4.   4.  ],10390,713,4787,4890,4,1,1,2,10,9,16,2
[2.24 0.59 0.59],4223,2806,706,711,3,1,1,1,8,7,7,2
[2.24 0.59 2.24],6173,2784,693,2696,3,1,1,1,8,7,10,1
[2.24 0.59 4.  ],8165,2692,718,4755,4,1,1,2,10,9,10,2
[2.24 2.24 0.59],6076,2727,2659,690,3,1,1,1,8,8,8,3
[2.24 2.24 2.24],7966,2674,2651,2641,3,1,1,1,8,8,9,3
[2.24 2.24 4.  ],10155,2659,2632,4864,6,2,1,3,15,15,19,3
[2.24 4.   0.59],8190,2642,4808,740,5,2,2,1,14,11,17,2
[2.24 4.   2.24],10054,2636,4698,2720,5,2,1,2,13,11,12,2
[2.24 4.   4.  ],12172,2655,4758,4759,5,2,1,2,13,11,16,2
[4.   0.59 0.59],6175,4779,686,710,4,2,1,1,11,8,12,0
[4.   0.59 2.24],8163,4690,715,2758,4,2,1,1,11,11,13,3
[4.   0.59 4.  ],10321,4790,695,4836,6,2,1,3,15,15,20,3
[4.   2.24 0.59],8302,4860,2725,717,5,3,1,1,14,14,18,3
[4.   2.24 2.24],10255,4853,2731,2671,5,3,1,1,14,12,16,2
[4.   2.24 4.  ],12342,4764,2662,4916,6,2,1,3,15,15,20,3
[4.   4.   0.59],10339,4812,4774,753,5,3,1,1,14,14,21,3
[4.   4.   2.24],12420,4837,4769,2814,7,4,1,2,19,16,22,2
[4 4 4],14154,4618,4757,4779,6,3,1,2,16,16,24,3
[0.59 0.59 0.59],2089,690,718,681,4,1,2,1,11,7,7,0
[0.59 0.59 2.24],4135,723,720,2692,3,1,1,1,8,7,8,2
[0.59 0.59 4.  ],6156,702,688,4766,4,1,1,2,10,9,10,2
[0.59 2.24 0.59],4042,646,2683,713,3,1,1,1,8,6,7,0
[0.59 2.24 2.24],6165,731,2759,2675,3,1,1,1,8,7,7,2
[0.59 2.24 4.  ],8025,707,2661,4657,4,1,1,2,10,9,10,2
[0.59 4.   0.59],6225,691,4809,725,5,1,2,2,13,9,16,0
[0.59 4.   2.24],8380,769,4830,2781,3,1,1,1,8,7,7,2
[0.59 4.   4.  ],10507,726,4852,4929,5,1,1,3,12,11,14,2
[2.24 0.59 0.59],4064,2648,725,691,3,1,1,1,8,8,8,3
[2.24 0.59 2.24],5989,2646,688,2655,4,2,1,1,11,10,12,2
[2.24 0.59 4.  ],8233,2655,740,4838,6,2,1,3,15,13,18,2
[2.24 2.24 0.59],5971,2569,2729,673,3,1,1,1,8,7,8,1
[2.24 2.24 2.24],7923,2665,2589,2669,3,1,1,1,8,8,8,3
[2.24 2.24 4.  ],10114,2711,2705,4698,4,1,1,2,10,10,12,3
[2.24 4.   0.59],8355,2798,4823,734,3,1,1,1,8,8,10,1
[2.24 4.   2.24],10347,2687,4884,2776,3,1,1,1,8,8,12,3
[2.24 4.   4.  ],12221,2687,4719,4815,5,1,1,3,12,12,14,3
[4.   0.59 0.59],6179,4792,687,700,4,2,1,1,11,10,13,1
[4.   0.59 2.24],8390,4902,727,2761,4,2,1,1,11,11,13,3
[4.   0.59 4.  ],10216,4704,672,4840,5,2,1,2,13,13,16,3
[4.   2.24 0.59],8188,4798,2627,763,4,2,1,1,11,9,14,2
[4.   2.24 2.24],10127,4773,2738,2616,5,2,1,2,13,13,17,3
[4.   2.24 4.  ],12354,4873,2666,4815,6,2,1,3,15,15,19,3
[4.   4.   0.59],10103,4760,4673,670,4,2,1,1,11,11,18,3
[4.   4.   2.24],12440,4855,4862,2723,5,3,1,1,14,14,20,3
[4 4 4],14332,4901,4696,4735,7,2,3,2,19,17,21,1
[0.59 0.59 0.59],2079,714,682,683,3,1,1,1,8,6,6,0
[0.59 0.59 2.24],4132,714,728,2690,3,1,1,1,8,7,8,1
[0.59 0.59 4.  ],6221,691,708,4822,5,1,1,3,12,11,13,2
[0.59 2.24 0.59],4231,750,2753,728,3,1,1,1,8,7,7,2
[0.59 2.24 2.24],5955,682,2710,2563,3,1,1,1,8,7,7,2
[0.59 2.24 4.  ],8213,763,2658,4792,4,1,1,2,10,9,11,2
[0.59 4.   0.59],6159,685,4730,744,3,1,1,1,8,7,7,2
[0.59 4.   2.24],8200,739,4822,2639,3,1,1,1,8,8,8,3
[0.59 4.   4.  ],10194,688,4787,4719,5,1,1,3,12,12,19,3
[2.24 0.59 0.59],4164,2691,728,745,3,1,1,1,8,6,8,0
[2.24 0.59 2.24],6016,2656,721,2639,5,3,1,1,14,11,11,2
[2.24 0.59 4.  ],8216,2668,705,4843,4,1,1,2,10,9,11,2
[2.24 2.24 0.59],6167,2720,2709,738,3,1,1,1,8,8,8,3
[2.24 2.24 2.24],7954,2687,2646,2621,4,1,1,2,10,10,11,3
[2.24 2.24 4.  ],10080,2684,2718,4678,5,2,1,2,13,13,16,3
[2.24 4.   0.59],8207,2789,4682,736,3,1,1,1,8,8,15,3
[2.24 4.   2.24],9957,2569,4791,2597,3,1,1,1,8,8,14,1
[2.24 4.   4.  ],12240,2719,4738,4783,4,1,1,2,10,10,12,3
[4.   0.59 0.59],6238,4875,698,665,3,1,1,1,8,6,7,0
[4.   0.59 2.24],8112,4732,678,2702,5,2,2,1,14,12,15,1
[4.   0.59 4.  ],10347,4826,735,4786,6,3,1,2,16,16,21,3
[4.   2.24 0.59],8248,4807,2688,753,5,3,1,1,14,14,18,3
[4.   2.24 2.24],10123,4662,2770,2691,5,3,1,1,14,11,15,2
[4.   2.24 4.  ],12184,4804,2639,4741,6,3,1,2,16,16,21,3
[4.   4.   0.59],10210,4758,4748,704,4,2,1,1,11,11,15,3
[4.   4.   2.24],12336,4853,4827,2656,5,3,1,1,14,14,19,3
[4 4 4],14414,4833,4739,4842,6,3,1,2,16,16,22,3
[0.59 0.59 0.59],2111,665,720,726,3,1,1,1,8,6,6,0
[0.59 0.59 2.24],4154,714,746,2694,3,1,1,1,8,7,8,2
[0.59 0.59 4.  ],6259,695,725,4839,3,1,0,2,7,7,8,2
[0.59 2.24 0.59],4103,675,2753,675,3,1,1,1,8,7,7,2
[0.59 2.24 2.24],6173,691,2674,2808,4,1,1,2,10,9,10,2
[0.59 2.24 4.  ],8187,727,2690,4770,4,1,1,2,10,9,10,2
[0.59 4.   0.59],6277,718,4804,755,3,1,1,1,8,7,7,2
[0.59 4.   2.24],8407,764,4938,2705,4,1,1,2,10,10,12,3
[0.59 4.   4.  ],10197,733,4696,4768,4,1,1,2,10,9,16,2
[2.24 0.59 0.59],4120,2723,701,696,3,1,1,1,8,7,7,1
[2.24 0.59 2.24],6006,2662,735,2609,3,1,0,2,7,7,8,2
[2.24 0.59 4.  ],8167,2698,717,4752,5,1,1,3,12,12,14,3
[2.24 2.24 0.59],6091,2743,2637,711,3,1,1,1,8,7,8,2
[2.24 2.24 2.24],8019,2600,2685,2734,3,1,1,1,8,7,12,1
[2.24 2.24 4.  ],10216,2711,2639,4866,4,1,1,2,10,10,11,3
[2.24 4.   0.59],8183,2718,4810,655,5,1,2,2,13,11,18,1
[2.24 4.   2.24],10272,2765,4802,2705,5,1,2,2,13,11,19,1
[2.24 4.   4.  ],12310,2778,4705,4827,5,1,1,3,12,12,15,3
[4.   0.59 0.59],6243,4848,682,713,4,2,1,1,11,10,12,1
[4.   0.59 2.24],8124,4730,715,2679,4,2,1,1,11,11,13,3
[4.   0.59 4.  ],10335,4835,711,4789,6,3,1,2,16,16,22,3
[4.   2.24 0.59],8121,4688,2713,720,4,2,1,1,11,10,14,2
[4.   2.24 2.24],10048,4702,2674,2672,4,2,1,1,11,11,13,3
[4.   2.24 4.  ],12323,4806,2784,4733,7,3,1,3,18,16,20,2
[4.   4.   0.59],10316,4822,4811,683,6,4,1,1,17,13,17,2
[4.   4.   2.24],12290,4880,4740,2670,4,2,1,1,11,11,14,3
[4 4 4],14318,4766,4694,4858,6,2,2,2,16,16,27,3
[0.59 0.59 0.59],2042,681,685,676,3,1,1,1,8,6,6,0
